FCODE,atoll,islandName,capital,islandNa_1,longitude,latitude,Area_ha,category,Sector,Usage,PrimAgency
LD0391,Noonu,Kudafari,N,ކުޑަފަރި,"73° 24' 1.504"" E","5° 52' 58.184"" N",29.192882,Residential Island, , , 
LD0392,Noonu,Manadhoo,Y,މަނަދޫ,"73° 24' 39.103"" E","5° 45' 57.570"" N",110.901565,Residential Island, , , 
LD0421,Noonu,Kuramaadhoo,N,ކުރަމާދޫ,"73° 8' 37.708"" E","5° 52' 23.633"" N",17.3007,Uninhabited Island, , ,MoFMRA
LD0453,Noonu,Maafunafaru,N,މާފުނަފަރު,"73° 21' 58.453"" E","5° 51' 40.273"" N",23.545818,Uninhabited Island, , ,MoFMRA
LD0497,Noonu,Velidhoo,N,ވެލިދޫ,"73° 16' 24.372"" E","5° 39' 51.935"" N",62.235479,Residential Island, , , 
LD0500,Noonu,Lhohi,N,ޅޮހި,"73° 22' 39.470"" E","5° 48' 57.734"" N",40.562579,Residential Island, , , 
LD0512,Noonu,Raalhulaakolhu,N,ރާޅުލާކޮޅު,"73° 24' 16.633"" E","5° 41' 12.574"" N",1.616139,Tourism Island,Tourism, ,MoT
LD0559,Noonu,Maavahdhoo,N,މާވައްދޫ,"73° 19' 34.883"" E","5° 48' 53.787"" N",12.690601,Uninhabited Island, , ,MoFMRA
LD0560,Noonu,Maafaru,N,މާފަރު,"73° 28' 17.499"" E","5° 49' 28.648"" N",133.869772,Residential Island, , , 
LD0567,Noonu,In'guraidhoo,N,އިނގުރައިދޫ,"73° 20' 40.953"" E","5° 47' 49.738"" N",13.122934,Uninhabited Island, , ,MoFMRA
LD0616,Noonu,Kalaidhoo,N,ކަލައިދޫ,"73° 19' 25.076"" E","5° 59' 0.440"" N",31.721804,Uninhabited Island, , ,MoFMRA
LD0620,Noonu,Huivani,N,ހުއިވަނި,"73° 18' 56.264"" E","5° 54' 46.978"" N",19.070207,Tourism Island,Tourism, ,MoT
LD0639,Noonu,Huvan'dhumaavattaru,N,ހުވަނދުމާވައްޓަރު,"73° 26' 41.618"" E","5° 50' 42.915"" N",12.176247,Tourism Island,Tourism,Resort,MoT
LD0650,Noonu,Minaavaru,N,މިނާވަރު,"73° 20' 37.237"" E","5° 46' 7.033"" N",42.011806,Industrial Island,Agriculure, ,MoFMRA
LD0696,Noonu,Tholhendhoo,N,ތޮޅެންދޫ,"73° 26' 11.226"" E","5° 55' 14.841"" N",16.416521,Uninhabited Island,Agriculture, ,MoFMRA
LD0713,Noonu,Bodufushi,N,ބޮޑުފުށި,"73° 24' 37.616"" E","5° 41' 57.041"" N",0.395611,Uninhabited Island, , ,MoFMRA
LD0734,Noonu,Maakurehdhoo,N,މާކުރެއްދޫ,"73° 18' 43.116"" E","5° 41' 47.629"" N",27.187097,Industrial Island,Agriculture, ,MoFMRA
LD0750,Noonu,Thoshigan'dukolhu,N,ތޮށިގަނޑުކޮޅު,"73° 24' 49.136"" E","5° 43' 57.322"" N",2.036284,Tourism Island,Tourism, ,MoT
LD0767,Noonu,Loafaru,N,ލޯފަރު,"73° 16' 35.308"" E","5° 47' 9.484"" N",13.720211,Tourism Island,Tourism,Resort,MoT
LD0795,Noonu,Kaalhugemendhoo,N,ކާޅުގެމެންދޫ,"73° 21' 14.984"" E","5° 47' 13.652"" N",0.28883,Uninhabited Island, , ,Council
LD0808,Noonu,Bomasdhoo,N,ބޮމަސްދޫ,"73° 20' 44.437"" E","5° 58' 18.817"" N",28.363455,Industrial Island,Agriculture, ,MoFMRA
LD0823,Noonu,Bodulhaimendhoo,N,ބޮޑުޅައިމެންދޫ,"73° 18' 9.991"" E","6° 0' 0.083"" N",38.935391,Uninhabited Island, , ,MoECCT
LD0866,Noonu,Ken'dhikulhudhoo,N,ކެނދިކުޅުދޫ,"73° 24' 55.705"" E","5° 57' 9.061"" N",209.086502,Residential Island, , , 
LD0871,Noonu,Than'burudhoo,N,ތަނބުރުދޫ,"73° 14' 4.905"" E","5° 42' 59.663"" N",5.900963,Industrial Island,Agriculture, ,MoFMRA
LD0877,Noonu,Kan'dinmaahuraa,N,ކަނޑިންމާހުރާ,"73° 28' 48.543"" E","5° 51' 28.125"" N",0.558283,Uninhabited Island, , ,Atoll Council
LD0906,Noonu,Hulhuhdhoo,N,ހުޅުއްދޫ,"73° 19' 8.239"" E","5° 48' 54.242"" N",8.592477,Uninhabited Island, , ,MoFMRA
LD0907,Noonu,Magoodhoo,N,މަގޫދޫ,"73° 21' 44.868"" E","5° 46' 35.138"" N",36.953845,Residential Island, , , 
LD0944,Noonu,Felivaru,N,ފެލިވަރު,"73° 18' 23.350"" E","5° 50' 9.283"" N",11.276552,Industrial Island,Agriculture, ,MoFMRA
LD0962,Noonu,Hen'badhoo,N,ހެނބަދޫ,"73° 23' 34.384"" E","5° 58' 3.172"" N",13.83568,Residential Island, , , 
LD0979,Noonu,Orimasvaru,N,އޮރިމަސްވަރު,"73° 12' 26.127"" E","5° 51' 47.409"" N",5.83588,Uninhabited Island, ,Varuva,MoFMRA
LD0982,Noonu,Kudafunafaru,N,ކުޑަފުނަފަރު,"73° 22' 40.785"" E","5° 53' 4.901"" N",13.107829,Tourism Island,Tourism,Resort,MoT
LD0996,Noonu,Raafushi,N,ރާފުށި,"73° 17' 54.907"" E","5° 38' 51.333"" N",18.522149,Tourism Island,Tourism, ,MoT
LD1036,Noonu,Medhafushi,N,މެދަފުށި,"73° 19' 25.903"" E","5° 44' 40.486"" N",22.970841,Tourism Island,Tourism,Resort,MoT
LD1042,Noonu,Randheli,N,ރަންދެލި,"73° 20' 30.199"" E","5° 41' 30.898"" N",10.928058,Tourism Island,Tourism,Resort,MoT
LD1052,Noonu,Dhigurah,N,ދިގުރަށް,"73° 21' 33.868"" E","5° 43' 55.611"" N",56.620677,Tourism Island,Tourism,Resort,MoT
LD1068,Noonu,Miladhoo,N,މިލަދޫ,"73° 21' 45.358"" E","5° 47' 25.752"" N",22.37376,Residential Island, , , 
LD1086,Noonu,Kuredhivaru,N,ކުރެދިވަރު,"73° 20' 36.446"" E","5° 52' 30.986"" N",10.366427,Uninhabited Island,Tourism,Resort,MoFMRA
LD1083,Noonu,Dhelibeyruhelhihuraa,N,ދެލިބޭރުހެޅިހުރާ,"73° 27' 24.030"" E","5° 48' 26.143"" N",0.078673,Uninhabited Island, , ,Council
LD1105,Noonu,Dhekenanfaru,N,ދެކެނަންފަރު,"73° 9' 26.000"" E","5° 55' 12.315"" N",2.640705,Uninhabited Island, , ,Atoll Council
LD1125,Noonu,Than'burudhuffushi,N,ތަނބުރުދުއްފުށި,"73° 14' 32.569"" E","5° 42' 30.764"" N",3.034676,Tourism Island,Tourism, ,MoT
LD1187,Noonu, ,N, ,"73° 22' 25.739"" E","5° 39' 31.364"" N",0.23233,Uninhabited Island, , , 
LD1499,Noonu,Maakanaafushi,N,މާކަނާފުށި,"73° 24' 58.394"" E","5° 43' 40.017"" N",0.05003,Uninhabited Island, , ,MoFMRA
LD0121,Noonu,Kafakomandoo,N,ކަފަކޮމަންޑޫ,"73° 23' 10.563"" E","5° 57' 44.166"" N",7.824414,Uninhabited Island, , ,Council
LD0409,Noonu,Ehdhuffarumairah,N,އެއްދުއްފަރުމައިރަށް,"73° 24' 31.199"" E","5° 41' 44.216"" N",15.274665,Tourism Island,Tourism, ,MoT
LD0455,Noonu,Holhudhoo,N,ހޮޅުދޫ,"73° 15' 19.796"" E","5° 45' 11.115"" N",50.492919,Residential Island, , , 
LD0619,Noonu,Dhonaerikan'doodhoo,N,ދޮނައެރިކަނޑޫދޫ,"73° 19' 46.484"" E","5° 38' 46.967"" N",21.346884,Uninhabited Island, , ,Council
LD1145,Noonu,Ban'daidhihdhoo,N,ބަނޑައިދިއްދޫ,"73° 15' 27.431"" E","5° 41' 6.091"" N",28.636439,Industrial Island,Agriculture,Mixed Usage,MoFMRA
LD1128,Noonu, ,N, ,"73° 16' 52.439"" E","5° 40' 51.754"" N",0.258167,Uninhabited Island, , ,MoFMRA
LD0258,Noonu,Burehifasdhoo,N,ބުރެހިފަސްދޫ,"73° 22' 5.119"" E","5° 57' 55.949"" N",37.257277,Uninhabited Island, , ,MoFMRA
LD1528,Noonu, ,N, ,"73° 24' 52.633"" E","5° 42' 17.386"" N",0.112178,Uninhabited Island, , , 
LD1527,Noonu, ,N, ,"73° 20' 55.827"" E","5° 52' 28.491"" N",0.005812,Uninhabited Island, , , 
LD1526,Noonu, ,N, ,"73° 20' 7.517"" E","5° 41' 56.116"" N",1.075753,Uninhabited Island, , , 
LD1525,Noonu, ,N, ,"73° 20' 10.111"" E","5° 41' 48.744"" N",1.561162,Uninhabited Island, , , 
LD1524,Noonu, ,N, ,"73° 21' 46.246"" E","5° 44' 1.986"" N",0.287181,Uninhabited Island, , , 
LD1523,Noonu, ,N, ,"73° 12' 44.098"" E","5° 50' 2.526"" N",0.089018,Uninhabited Island, , , 
LD1522,Noonu, ,N, ,"73° 22' 53.158"" E","5° 53' 9.993"" N",0.140139,Uninhabited Island, , , 
LD1521,Noonu, ,N, ,"73° 16' 51.374"" E","5° 42' 7.981"" N",0.054316,Uninhabited Island, , , 
LD1520,Noonu, ,N, ,"73° 16' 33.263"" E","5° 40' 56.343"" N",0.05898,Uninhabited Island, , , 
LD1519,Noonu, ,N, ,"73° 20' 41.227"" E","5° 41' 41.621"" N",2.317535,Uninhabited Island, , , 
LD1518,Noonu, ,N, ,"73° 16' 42.822"" E","5° 39' 44.827"" N",0.086223,Uninhabited Island, , , 
LD0585,Raa,Huruvalhi,N,ހުރުވަޅި,"72° 58' 44.576"" E","5° 23' 31.329"" N",6.689659,Tourism Island,Tourism,Resort,MoT
LD0493,Raa,Dheburidheythereyvaadhoo,N,ދެބުރިދޭތެރޭވާދޫ,"72° 59' 28.919"" E","5° 24' 2.512"" N",10.055359,Industrial Island,Agriculture, ,MoFMRA
LD0496,Raa,Kudathulhaadhoo,N,ކުޑަތުޅާދޫ,"72° 53' 56.365"" E","5° 24' 27.480"" N",1.801702,Uninhabited Island, ,Varuva,MoFMRA
LD0058,Raa,Furaveri,N,ފުރަވެރި,"72° 54' 29.913"" E","5° 26' 24.899"" N",23.969044,Tourism Island,Tourism,Resort,MoT
LD0444,Raa,Aarah,N,އާރަށް,"72° 56' 28.861"" E","5° 26' 51.598"" N",12.982632,Tourism Island,Tourism,Resort,MoT
LD0095,Raa,Meedhupparu,N,މީދުއްޕަރު,"72° 58' 47.705"" E","5° 27' 21.404"" N",18.762371,Tourism Island,Tourism,Resort,MoT
LD0434,Raa,Thaavathaa,N,ތާވަތާ,"72° 58' 32.913"" E","5° 29' 7.067"" N",8.220484,Uninhabited Island, , ,MoFMRA
LD1232,Raa, ,N, ,"73° 1' 26.679"" E","5° 25' 12.422"" N",0.043903,Uninhabited Island, , , 
LD0573,Raa,Maduvvari,N,މަޑުއްވަރި,"72° 53' 45.560"" E","5° 29' 10.780"" N",22.728042,Residential Island, , , 
LD0043,Raa,Filaidhoo,N,ފިލައިދޫ,"72° 56' 18.292"" E","5° 29' 30.544"" N",19.205267,Tourism Island,Tourism, ,MoFMRA
LD0218,Raa,Dhoragali,N,ދޮރަގަލި,"72° 59' 51.348"" E","5° 29' 38.721"" N",6.667862, , , ,MoT
LD0477,Raa,Fasmendhoo,N,ފަސްމެންދޫ,"72° 52' 53.769"" E","5° 29' 39.179"" N",19.63171,Tourism Island,Tourism,Resort,MoT
LD0097,Raa,Bodufushi,N,ބޮޑުފުށި,"72° 58' 8.028"" E","5° 30' 27.657"" N",12.419845,Tourism Island,Tourism,Resort,MoFMRA
LD1016,Raa,Kudafushi,N,ކުޑަފުށި,"72° 58' 49.472"" E","5° 30' 38.425"" N",10.359002,Tourism Island,Tourism,Resort,MoT
LD0295,Raa,Kuroshigiri,N,ކުރޮށިގިރި,"72° 51' 1.154"" E","5° 30' 50.311"" N",1.012,Tourism Island,Tourism,Resort,Atoll Council
LD0965,Raa,Angaagiri,N,އަންގާގިރި,"72° 56' 45.760"" E","5° 33' 23.085"" N",2.487905,Uninhabited Island, , ,MoFMRA
LD0144,Raa,Goyyafaru,N,ގޮއްޔަފަރު,"72° 55' 41.848"" E","5° 33' 53.800"" N",3.389197,Uninhabited Island, ,Varuva,MoFMRA
LD0122,Raa,Giraavaru,N,ގިރާވަރު,"72° 51' 40.194"" E","5° 35' 18.004"" N",1.111444,Uninhabited Island, , ,MoFMRA
LD0025,Raa,Kudalhosgiri,N,ކުޑަޅޮސްގިރި,"72° 54' 50.206"" E","5° 36' 7.836"" N",1.007703,Uninhabited Island, , ,MoFMRA
LD0086,Raa,Boduhaiykodi,N,ބޮޑުހަތްކޮޑި,"72° 58' 11.109"" E","5° 36' 41.169"" N",4.151579,Industrial Island,Fisheries,Aquaculture,MoFMRA
LD0236,Raa,Fuggiri,N,ފުއްގިރި,"72° 51' 14.607"" E","5° 43' 28.086"" N",8.188846,Tourism Island,Tourism,Resort,MoT
LD0269,Raa,Mahidhoo,N,މަހިދޫ,"72° 56' 39.422"" E","5° 32' 15.163"" N",1.050065,Uninhabited Island, , ,MoFMRA
LD0355,Raa,Goboshi,N,ގޮބޮށި,"72° 53' 3.056"" E","5° 33' 5.942"" N",1.796438,Uninhabited Island, ,Varuva,MoFMRA
LD0423,Raa,Rasmaadhoo,N,ރަސްމާދޫ,"73° 2' 37.318"" E","5° 33' 47.049"" N",26.684992,Residential Island, , , 
LD0385,Raa,Hiraveri,N,ހިރަވެރި,"72° 52' 9.968"" E","5° 34' 17.896"" N",0.484165,Uninhabited Island, ,Varuva,MoFMRA
LD0297,Raa,Orimasfushi,N,އޮރިމަސްފުށި,"72° 54' 24.696"" E","5° 34' 52.317"" N",1.474316,Uninhabited Island, , ,MoFMRA
LD0319,Raa,Madivaafaru,N,މަޑިވާފަރު,"72° 59' 22.313"" E","5° 36' 29.796"" N",0.898328,Uninhabited Island, , ,MoFMRA
LD0401,Raa,Muravandhoo,N,މުރަވަންދޫ,"72° 57' 6.596"" E","5° 36' 28.495"" N",10.846716,Tourism Island,Tourism,Resort,MoT
LD0106,Raa,Hiboodhoo,N,ހިބޫދޫ,"72° 55' 8.638"" E","5° 36' 45.493"" N",2.484019,Uninhabited Island, , ,MoFMRA
LD0320,Raa,Ban'daveri,N,ބަނޑަވެރި,"72° 51' 8.107"" E","5° 37' 21.789"" N",2.423216,Uninhabited Island, , ,MoFMRA
LD1231,Raa, ,N, ,"73° 1' 41.088"" E","5° 25' 21.742"" N",0.680616,Uninhabited Island, , , 
LD0478,Raa,Kudafenmaaen'boodhoo,N,ކުޑަފެންމާއެނބޫދޫ,"72° 56' 8.995"" E","5° 37' 30.597"" N",1.338788,Uninhabited Island, , ,MoFMRA
LD0632,Raa,Bodufenmaaen'boodhoo,N,ބޮޑުފެންމާއެނބޫދޫ,"72° 55' 26.878"" E","5° 37' 46.987"" N",3.149007,Uninhabited Island, , ,MoFMRA
LD0231,Raa,Vaffushi,N,ވައްފުށި,"72° 51' 45.716"" E","5° 37' 45.402"" N",1.030809,Uninhabited Island, ,Varuva,MoFMRA
LD0018,Raa,Kurehdhoo,N,ކުރެއްދޫ,"72° 53' 40.422"" E","5° 38' 25.744"" N",3.531039,Uninhabited Island, , ,MoFMRA
LD0113,Raa,Vaffushihuraa,N,ވައްފުށިހުރާ,"72° 50' 23.751"" E","5° 38' 34.164"" N",0.985231,Uninhabited Island, , ,MoFMRA
LD0428,Raa,Uthurumaafaru,N,އުތުރުމާފަރު,"72° 50' 44.836"" E","5° 40' 11.830"" N",3.069357,Tourism Island,Tourism,Resort,MoT
LD0612,Raa,Hulhudhoo,N,ހުޅުދޫ,"73° 1' 8.337"" E","5° 44' 18.813"" N",1.633271,Uninhabited Island, ,Varuva,MoFMRA
LD0580,Raa,Lin'boakandhoo,N,ލިނބޯކަންދޫ,"72° 56' 3.562"" E","5° 43' 50.288"" N",18.353503,Industrial Island,Agriculture, ,MoFMRA
LD0105,Raa,Gaaun'doodhoo,N,ގާއުނޑޫދޫ,"73° 0' 56.575"" E","5° 44' 58.098"" N",16.415565,Industrial Island,Fisheries and Agriculture,Mixed Usage,MoFMRA
LD0125,Raa,Faarufushi,N,ފާރުފުށި,"72° 57' 55.036"" E","5° 46' 4.878"" N",6.814026,Tourism Island,Tourism,Resort,MoT
LD0281,Raa,An'golhitheemu,N,އަނގޮޅިތީމު,"73° 0' 23.937"" E","5° 47' 34.429"" N",39.839134,Residential Island, , , 
LD0180,Raa,Maakurathu,N,މާކުރަތު,"73° 2' 37.388"" E","5° 36' 22.209"" N",53.137713,Residential Island, , , 
LD0564,Raa,Innamaadhoo,N,އިންނަމާދޫ,"73° 2' 39.298"" E","5° 32' 57.795"" N",37.175115,Residential Island, , , 
LD0194,Raa,Kinolhas,N,ކިނޮޅަސް,"73° 1' 48.180"" E","5° 26' 54.415"" N",56.228136,Residential Island, , , 
LD1212,Raa,Minaadhoo,N,މިނާދޫ,"72° 55' 38.913"" E","5° 35' 17.347"" N",0.100738,Uninhabited Island, , ,MoFMRA
LD0603,Raa,Mullaafushi,N,މުއްލާފުށި,"72° 54' 26.916"" E","5° 31' 11.593"" N",0.641965,Uninhabited Island, , ,MoFMRA
LD0404,Raa,Dhikkurehdhoo,N,ދިއްކުރެއްދޫ,"72° 57' 25.945"" E","5° 34' 36.745"" N",4.833281,Uninhabited Island, , ,MoFMRA
LD0134,Raa,Boduhuraa,N,ބޮޑުހުރާ,"73° 1' 21.109"" E","5° 25' 4.665"" N",0.616468,Uninhabited Island, , ,MoFMRA
LD0241,Raa,Lun'dhufushi,N,ލުނދުފުށި,"72° 59' 13.433"" E","5° 38' 37.035"" N",7.084493,Tourism Island,Tourism,Resort,MoT
LD0315,Raa,Dhekunumaafarufinolhu,N,ދެކުނުމާފަރުފިނޮޅު,"72° 53' 47.510"" E","5° 25' 56.147"" N",0.113414,Uninhabited Island, , , 
LD0588,Raa,Alifushi,N,އަލިފުށި,"72° 57' 11.523"" E","5° 58' 2.165"" N",60.57001,Residential Island, , , 
LD0643,Raa,Ehthigili,N,އެއްތިގިލި,"72° 56' 18.049"" E","5° 58' 43.859"" N",11.294274,Tourism Island,Tourism, ,MoT
LD0178,Raa,Rasgetheemu,N,ރަސްގެތީމު,"73° 0' 10.633"" E","5° 48' 27.716"" N",39.207399,Residential Island, , , 
LD0509,Raa,Kandhoomeehunge Lhaan'bugali,N,ކަނދޫމީހުންގެ ޅާނބުގަލި,"72° 55' 11.625"" E","5° 43' 51.906"" N",0.555247,Uninhabited Island, , ,MoFMRA
LD0070,Raa,Un'gulu,N,އުނގުލު,"73° 1' 34.949"" E","5° 41' 27.308"" N",13.780703,Industrial Island,Agriculture, ,MoFMRA
LD0110,Raa,Kudakurathu,N,ކުޑަކުރަތު,"73° 2' 39.977"" E","5° 35' 1.463"" N",38.7849,Tourism Island,Tourism,Resort,MoT
LD0298,Raa,Ifuru,N,އިފުރު,"73° 1' 26.809"" E","5° 42' 28.904"" N",57.471278,Industrial Island, , ,MoTCA
LD0600,Raa,Hulhudhuffaaru,N,ހުޅުދުއްފާރު,"73° 0' 43.667"" E","5° 45' 55.787"" N",60.816466,Residential Island, , , 
LD0605,Raa,Meedhoo,N,މީދޫ,"72° 57' 18.976"" E","5° 27' 29.340"" N",36.243457,Residential Island, , , 
LD0676,Raa,Fasgan'dufaru,N,ފަސްގަނޑުފަރު,"72° 56' 22.904"" E","5° 45' 28.431"" N",0.490459,Uninhabited Island, , ,MoFMRA
LD0736,Raa,Vandhoo,N,ވަންދޫ,"73° 2' 30.785"" E","5° 31' 53.751"" N",39.933074,Uninhabited Island, , ,Council
LD0790,Raa,Dhuvaafaru,N,ދުވާފަރު,"73° 2' 29.042"" E","5° 37' 45.289"" N",54.651127,Residential Island, , , 
LD0821,Raa,Dhuvaafaruhuraa,N,ދުވާފަރުހުރާ,"73° 2' 29.664"" E","5° 38' 23.545"" N",0.220021,Uninhabited Island, , ,Council
LD0840,Raa,Neyo,N,ނެޔޮ,"73° 2' 20.015"" E","5° 29' 33.299"" N",7.190373,Uninhabited Island, , ,MoFMRA
LD0917,Raa,Arilundhoo,N,އަރިލުންދޫ,"72° 57' 27.612"" E","5° 39' 36.823"" N",3.584128,Uninhabited Island, ,Varuva,MoFMRA
LD0924,Raa,Fainu,N,ފައިނު,"73° 2' 4.495"" E","5° 27' 48.438"" N",61.795385,Residential Island, , , 
LD1063,Raa,Veyvah,N,ވޭވަށް,"72° 53' 36.141"" E","5° 46' 1.703"" N",1.719632,Tourism Island,Tourism,Resort,Atoll Council
LD1127,Raa,Kottefaru,N,ކޮއްޓެފަރު,"73° 2' 27.220"" E","5° 30' 36.280"" N",13.800018,Tourism Island,Tourism,Resort,MoT
LD0609,Raa,Vaadhoo,N,ވާދޫ,"72° 59' 27.853"" E","5° 51' 22.408"" N",38.165617,Residential Island, , , 
LD1151,Raa,Gemana,N,ގެމަނަ,"72° 59' 5.940"" E","5° 32' 13.597"" N",2.44989,Uninhabited Island, , ,Atoll Council
LD1175,Raa,Un'goofaaru,Y,އުނގޫފާރު,"73° 1' 47.079"" E","5° 40' 5.835"" N",36.149593,Residential Island, , , 
LD0667,Raa,Lhaan'bugali,N,ޅާނބުގަލި,"72° 52' 36.354"" E","5° 33' 9.959"" N",2.655641,Uninhabited Island, , ,MoFMRA
LD0679,Raa,Maashigiri,N,މާށިގިރި,"72° 49' 36.721"" E","5° 30' 50.181"" N",11.241924,Uninhabited Island, , ,MoFMRA
LD0739,Raa,Bodufarufinolhu,N,ބޮޑުފަރުފިނޮޅު,"72° 48' 21.003"" E","5° 31' 46.385"" N",4.751315,Tourism Island,Tourism,Resort,MoT
LD0822,Raa,Kothaifaru,N,ކޮތައިފަރު,"72° 50' 35.247"" E","5° 31' 29.802"" N",11.269344,Uninhabited Island,Tourism,Resort,MoNPHI
LD1055,Raa,Dhinnaafushi,N,ދިންނާފުށި,"72° 49' 59.124"" E","5° 35' 20.509"" N",0.609908,Uninhabited Island, , ,MoFMRA
LD0961,Raa,Maanenfushi,N,މާނެންފުށި,"72° 57' 41.080"" E","5° 45' 3.758"" N",20.190982,Tourism Island,Tourism, ,MoT
LD1120,Raa,Fenfushi,N,ފެންފުށި,"72° 54' 8.222"" E","5° 22' 56.790"" N",4.831229,Industrial Island,Mariculture, ,MoFMRA
LD1238,Raa,Kukulhudhuffaru,N,ކުކުޅުދުއްފަރު,"72° 50' 38.250"" E","5° 28' 24.003"" N",2.729344,Uninhabited Island, , , 
LD0872,Raa,Lhohi,N,ޅޮހި,"72° 53' 6.933"" E","5° 27' 41.445"" N",3.864406,Industrial Island,Agriculture, ,MoFMRA
LD1529,Raa, ,N, ,"72° 48' 5.391"" E","5° 31' 53.181"" N",0.459669,Uninhabited Island, , , 
LD0661,Raa,Vilin'gili,N,ވިލިނގިލި,"72° 57' 17.713"" E","5° 22' 36.258"" N",4.448541,Uninhabited Island, , ,MoFMRA
LD1233,Raa, ,N, ,"73° 0' 55.971"" E","5° 24' 50.429"" N",0.058701,Uninhabited Island, , , 
LD0779,Raa,Maamunagaufinolhu,N,މާމުނަގައުފިނޮޅު,"72° 52' 34.279"" E","5° 22' 10.625"" N",0.216741,Uninhabited Island, , ,MoFMRA
LD0163,Raa,Ufulandhoo,N,އުފުލަންދޫ,"72° 54' 48.203"" E","5° 27' 51.785"" N",29.470477, , , ,MoT
LD0746,Raa,Maamin'gili,N,މާމިނގިލި,"72° 53' 4.066"" E","5° 39' 4.022"" N",7.21864,Tourism Island,Tourism, ,MoT
LD0800,Raa,Kan'dholhudhoo,N,ކަނދޮޅުދޫ,"72° 51' 18.381"" E","5° 37' 7.508"" N",11.799283,Uninhabited Island, , , 
LD0918,Raa,Dhigali,N,ދިގަލި,"72° 57' 13.586"" E","5° 28' 31.003"" N",20.746701,Tourism Island,Tourism,Resort,MoT
LD1022,Raa,Goiymaru,N,ގޮތްމަރު,"72° 53' 15.297"" E","5° 37' 48.637"" N",2.1174,Uninhabited Island, , ,MoFMRA
LD0675,Raa,Maamunagau,N,މާމުނަގައު,"72° 55' 8.655"" E","5° 21' 35.659"" N",8.395081,Tourism Island,Tourism,Resort,MoT
LD1503,Raa,Vakkarufaru,N,ވައްކަރުފަރު,"72° 55' 36.786"" E","5° 30' 54.518"" N",0.035236,Uninhabited Island, , , 
LD1237,Raa, ,N, ,"72° 49' 47.709"" E","5° 34' 9.461"" N",0.801517,Uninhabited Island, , , 
LD1122,Raa,Kukulhudhoo,N,ކުކުޅުދޫ,"72° 52' 16.242"" E","5° 27' 33.190"" N",2.963137,Uninhabited Island, , ,MoFMRA
LD0914,Raa,Kan'doogan'du,N,ކަނޑޫގަނޑު,"72° 52' 34.254"" E","5° 46' 51.074"" N",2.580319,Tourism Island,Tourism, ,MoT
LD1236,Raa, ,N, ,"72° 56' 30.734"" E","5° 36' 29.656"" N",0.24704,Uninhabited Island, , , 
LD1117,Raa,Ethigan'dujehihuraa,N,އެތިގަނޑުޖެހިހުރާ,"73° 1' 47.250"" E","5° 25' 26.838"" N",0.02783,Uninhabited Island, , ,MoFMRA
LD1548,Raa, ,N, ,"72° 55' 33.253"" E","5° 30' 59.331"" N",0.122848,Uninhabited Island, , , 
LD1547,Raa, ,N, ,"73° 2' 9.809"" E","5° 30' 33.247"" N",0.078403,Uninhabited Island, , , 
LD1546,Raa, ,N, ,"72° 48' 37.095"" E","5° 32' 26.983"" N",0.042195,Uninhabited Island, , , 
LD1545,Raa, ,N, ,"72° 50' 59.864"" E","5° 39' 50.785"" N",0.022498,Uninhabited Island, , , 
LD1544,Raa, ,N, ,"72° 58' 34.517"" E","5° 23' 17.320"" N",0.445981,Uninhabited Island, , , 
LD1543,Raa, ,N, ,"72° 56' 43.607"" E","5° 26' 44.489"" N",0.210924,Uninhabited Island, , , 
LD1542,Raa, ,N, ,"72° 54' 8.061"" E","5° 32' 33.688"" N",0.071409,Uninhabited Island, , , 
LD1541,Raa, ,N, ,"72° 52' 51.426"" E","5° 34' 38.611"" N",0.038723,Uninhabited Island, , , 
LD1540,Raa, ,N, ,"72° 58' 3.921"" E","5° 46' 8.246"" N",0.250521,Uninhabited Island, , , 
LD1539,Raa, ,N, ,"72° 58' 1.678"" E","5° 46' 11.586"" N",0.164814,Uninhabited Island, , , 
LD1538,Raa, ,N, ,"72° 57' 28.765"" E","5° 57' 53.055"" N",0.171302,Uninhabited Island, , , 
LD1537,Raa, ,N, ,"72° 50' 59.739"" E","5° 36' 50.682"" N",0.03094,Uninhabited Island, , , 
LD1536,Raa, ,N, ,"72° 50' 58.284"" E","5° 36' 43.255"" N",0.068994,Uninhabited Island, , , 
LD1535,Raa, ,N, ,"72° 49' 46.822"" E","5° 37' 5.717"" N",0.051107,Uninhabited Island, , , 
LD1534,Raa, ,N, ,"72° 53' 0.301"" E","5° 37' 47.930"" N",0.203986,Uninhabited Island, , , 
LD1533,Raa, ,N, ,"72° 51' 42.462"" E","5° 43' 23.702"" N",0.314306,Uninhabited Island, , , 
LD1532,Raa, ,N, ,"72° 51' 59.284"" E","5° 44' 53.057"" N",0.263163,Uninhabited Island, , , 
LD1531,Raa, ,N, ,"72° 55' 41.311"" E","5° 46' 30.028"" N",0.069055,Uninhabited Island, , , 
LD1530,Raa, ,N, ,"72° 55' 21.836"" E","5° 32' 8.756"" N",0.023927,Uninhabited Island, , , 
LD1121,Raa,In'guraidhoo,N,އިނގުރައިދޫ,"73° 2' 12.178"" E","5° 28' 37.177"" N",47.104442,Residential Island, , , 
LD1453,Seenu, ,N, ,"73° 11' 57.137"" E","0° 34' 52.601"" S",0.845829,Uninhabited Island, , , 
LD0992,Seenu,Kedevaahera,N,ކެޑެވާހެރަ,"73° 12' 27.168"" E","0° 34' 36.983"" S",1.013324,Uninhabited Island, , ,Atoll Council
